Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J35,Conn_01x04,"PhoenixContact_MSTBA_2,5_4-G-5,08_1x04_P5.08mm_Horizontal",231.153999,57.6245,0.0,top
J36,Conn_01x04,"PhoenixContact_MSTBA_2,5_4-G-5,08_1x04_P5.08mm_Horizontal",255.143,57.634,0.0,top
R1,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,100.6875,201.93,0.0,top
R2,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,212.257503,190.571,0.0,top
R3,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,202.170001,193.1905,-90.0,top
R4,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,237.911503,190.824,0.0,top
R5,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,227.824001,193.4435,-90.0,top
R6,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,263.198502,190.825,0.0,top
R7,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,253.111,193.4445,-90.0,top
R8,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,276.86,192.8895,-90.0,top
R9,275,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,88.138,165.608,-90.0,top
R10,275,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,88.138,189.484,90.0,top
R11,500,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,130.81,189.62,-90.0,top
R12,2.4k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,161.29,174.3475,90.0,top
R13,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,162.814,174.3945,-90.0,top
R14,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,186.925,173.99,-90.0,top
R15,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,180.848,174.3945,-90.0,top
R16,1.1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,178.816,174.3475,90.0,top
R17,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,168.148,174.0935,-90.0,top
R18,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,215.632001,189.6345,90.0,top
R19,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,212.304503,188.793,180.0,top
R20,500,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,223.1155,167.378,180.0,top
R21,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,241.286001,189.8875,90.0,top
R22,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,237.958503,189.046,180.0,top
R23,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,266.573,189.8885,90.0,top
R24,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,263.245502,189.047,180.0,top
R25,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,106.458,140.375,-90.0,top
R26,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,106.556,152.0995,-90.0,top
R27,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,118.76,140.2945,-90.0,top
R28,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,118.76,152.2325,-90.0,top
R29,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,164.306,140.392,-90.0,top
R30,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,152.102,140.259,-90.0,top
R31,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,201.5725,160.274,180.0,top
R32,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,192.6775,163.322,180.0,top
R33,500,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,223.1155,164.465,180.0,top
R34,4.7k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,258.4685,163.068,180.0,top
R35,4.7k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,250.698,163.068,0.0,top
R36,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,164.306,128.454,-90.0,top
R37,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,152.004,128.5345,-90.0,top
R38,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,100.38,106.9395,90.0,top
R39,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,89.6145,113.6095,180.0,top
R40,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,98.094,106.9395,90.0,top
R41,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,113.954,106.6375,90.0,top
R42,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,108.118,106.8915,90.0,top
R43,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,97.6245,113.6575,180.0,top
R44,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,92.37,106.8915,90.0,top
R45,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,105.832,106.8915,90.0,top
R46,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,113.4845,113.3555,180.0,top
R47,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,90.084,106.8915,90.0,top
R48,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,105.3625,113.6095,180.0,top
R49,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,116.24,106.6375,90.0,top
R50,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,135.1605,101.769,180.0,top
R51,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,135.63,95.051,90.0,top
R52,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,137.916,95.051,90.0,top
R53,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,145.926,95.099,90.0,top
R54,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,159.0305,101.515,180.0,top
R55,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,150.9085,101.769,180.0,top
R56,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,153.664,95.051,90.0,top
R57,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,143.64,95.099,90.0,top
R58,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,159.5,94.797,90.0,top
R59,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,161.786,94.797,90.0,top
R60,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,143.1705,101.817,180.0,top
R61,10k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,151.378,95.051,90.0,top
R62,500,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,216.6855,97.536,180.0,top
R63,500,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,216.673,94.029,180.0,top
R64,120,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,111.7365,63.627,180.0,top
R65,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,91.44,67.2065,90.0,top
R66,100k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,160.528,68.2225,90.0,top
R67,825,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,150.393499,72.62,0.0,top
R68,1k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,150.440499,70.842,180.0,top
R69,2k,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,147.066,71.7785,-90.0,top
